Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
909,56.52,958,994.33,10240,16,4,Enterprise,3GL,C#,FiSMA,Mathematically Intensive Application,Transaction System,Not Defined,4.37,14.969,16
910,35.76,447,430.55,9600,15,4,Web,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,IT Management,Enhancement,1.41,7.45,15
911,11.76,147,133.28,17600,11,10,Web,3GL,.Net,FiSMA,Real-Time Application,Website,Enhancement,3.33,1.336,11
912,48.4,968,972.08,4320,9,3,Mobile,3GL,Visual Basic,IFPUG 4+,Business Application,Website,Other,1.08,35.852,9
913,47.92,599,547.51,5600,5,7,Web,3GL,Javascript,FiSMA,Real-Time Application,Website,Re-development,3.48,17.114,5
914,12.8,640,664.74,24640,11,14,Enterprise,4GL,ABAP,COSMIC,Real-Time Application,Website,Not Defined,0.65,4.156,11
915,32.46,541,585.17,10880,17,4,Embedded,3GL,C++,COSMIC,Mathematically Intensive Application,Air Traffic Management,New Development,3.39,7.956,17
916,99.9,675,659.77,13440,7,12,Web,3GL,C,NESMA,Business Application,Human Resources,Enhancement,0.9,8.036,7
917,53.84,673,626.76,7200,15,3,Embedded,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Transaction System,Other,3.87,14.956,15
918,22.64,153,149.52,10400,13,5,Mobile,3GL,C,COSMIC,Mathematically Intensive Application,Transaction System,New Development,1.74,2.354,13
919,6.72,336,343.22,26880,12,14,Enterprise,4GL,ABAP,IFPUG 4+,Business Application,Human Resources,Re-development,0.86,2.0,12
920,3.98,306,323.07,7680,4,12,Enterprise,4GL,SQL,COSMIC,Infrastructure Software,Transaction System,Re-development,0.37,6.375,4
921,37.6,470,500.25,7680,16,3,Embedded,3GL,Javascript,IFPUG 4+,Infrastructure Software,IT Management,Enhancement,4.18,9.792,16
922,38.64,483,487.77,5440,17,2,Embedded,3GL,Python,FiSMA,Real-Time Application,Internet Banking,Not Defined,3.55,14.206,17
923,25.68,321,296.12,15680,7,14,Web,3GL,Python,FiSMA,Mathematically Intensive Application,Website,Other,3.78,3.276,7
924,52.8,880,849.61,11520,8,9,Web,3GL,Java,FiSMA,Mathematically Intensive Application,E-Business,Enhancement,1.25,12.222,8
925,42.88,536,579.68,17280,18,6,Enterprise,3GL,ASP.Net,NESMA,Infrastructure Software,Website,Other,4.04,4.963,18
926,56.22,937,990.73,3360,7,3,Embedded,3GL,C++,IFPUG 4+,Mathematically Intensive Application,Human Resources,Re-development,3.99,44.619,7
927,20.8,260,245.24,3360,7,3,Web,3GL,.Net,NESMA,Business Application,IT Management,Enhancement,0.54,12.381,7
928,3.38,169,176.02,13600,17,5,Enterprise,4GL,ABAP,COSMIC,Mathematically Intensive Application,Air Traffic Management,New Development,0.92,1.988,17
929,13.14,219,237.79,14080,11,8,Enterprise,3GL,Java,IFPUG 4+,Real-Time Application,Website,New Development,4.59,2.489,11
930,63.84,798,800.27,9600,15,4,Embedded,3GL,Python,COSMIC,Infrastructure Software,Transaction System,Not Defined,2.75,13.3,15
931,10.56,176,190.53,6400,10,4,Enterprise,3GL,C++,IFPUG 4+,Infrastructure Software,Air Traffic Management,New Development,2.0,4.4,10
932,22.48,281,292.62,8640,18,3,Embedded,3GL,PHP,IFPUG 4+,Business Application,Transaction System,New Development,1.27,5.204,18
933,60.08,751,700.43,37440,18,13,Web,3GL,ASP.Net,NESMA,Business Application,E-Business,Other,1.08,3.209,18
934,11.0,550,604.87,13600,17,5,Enterprise,4GL,ABAP,COSMIC,Mathematically Intensive Application,Air Traffic Management,Enhancement,0.25,6.471,17
935,7.04,352,363.2,4800,6,5,Enterprise,4GL,ABAP,NESMA,Business Application,Transaction System,Enhancement,1.36,11.733,6
936,47.84,598,586.76,8160,17,3,Mobile,3GL,.Net,IFPUG 4+,Business Application,Website,Other,0.3,11.725,17
937,36.0,600,553.92,21760,17,8,Web,3GL,Java,FiSMA,Mathematically Intensive Application,Transaction System,Enhancement,4.06,4.412,17
938,4.26,213,228.04,17280,18,6,Enterprise,4GL,Oracle Forms,IFPUG 4+,Mathematically Intensive Application,Website,Re-development,0.37,1.972,18
939,128.32,867,887.73,3200,5,4,Embedded,3GL,C,COSMIC,Business Application,IT Management,New Development,1.01,43.35,5
940,76.16,952,895.1,8800,11,5,Web,3GL,PHP,IFPUG 4+,Business Application,IT Management,Not Defined,0.29,17.309,11
941,32.0,640,672.86,2560,4,4,Mobile,3GL,Visual Basic,NESMA,Mathematically Intensive Application,Transaction System,Re-development,3.83,40.0,4
942,61.12,764,722.57,5760,9,4,Mobile,3GL,Python,IFPUG 4+,Real-Time Application,Website,Enhancement,4.71,21.222,9
943,57.68,721,675.68,15680,7,14,Web,3GL,Javascript,IFPUG 4+,Real-Time Application,Transaction System,Not Defined,3.53,7.357,7
944,39.72,662,654.46,2880,6,3,Embedded,3GL,Java,COSMIC,Infrastructure Software,Internet Banking,Other,4.44,36.778,6
945,21.52,269,288.24,28160,16,11,Enterprise,3GL,PHP,COSMIC,Mathematically Intensive Application,Internet Banking,Re-development,1.21,1.528,16
946,23.04,288,298.07,5120,8,4,Embedded,3GL,Javascript,IFPUG 4+,Business Application,IT Management,New Development,0.69,9.0,8
947,11.4,570,622.73,15680,7,14,Enterprise,4GL,Oracle Forms,FiSMA,Mathematically Intensive Application,Website,Other,0.27,5.816,7
948,53.6,670,696.42,2560,8,2,Mobile,3GL,Python,IFPUG 4+,Real-Time Application,Internet Banking,New Development,2.1,41.875,8
949,12.35,950,1021.04,8640,6,9,Enterprise,4GL,SQL,FiSMA,Real-Time Application,IT Management,Other,0.74,17.593,6
950,42.9,715,744.33,1920,4,3,Embedded,3GL,Java,COSMIC,Infrastructure Software,IT Management,Not Defined,3.67,59.583,4
951,15.36,192,191.02,3840,6,4,Web,3GL,ASP.Net,COSMIC,Real-Time Application,Internet Banking,Not Defined,3.74,8.0,6
952,9.48,474,482.13,22400,10,14,Enterprise,4GL,Oracle Forms,COSMIC,Business Application,Human Resources,Other,1.24,3.386,10
953,18.94,321,347.34,8000,10,5,Embedded,3GL,C#,NESMA,Mathematically Intensive Application,Website,New Development,4.81,6.42,10
954,6.72,112,104.24,960,3,2,Embedded,3GL,C++,FiSMA,Real-Time Application,E-Business,Other,2.11,18.667,3
955,45.15,903,819.79,20800,10,13,Web,3GL,Visual Basic,NESMA,Mathematically Intensive Application,IT Management,New Development,1.38,6.946,10
956,54.6,910,823.73,24000,15,10,Web,3GL,Java,COSMIC,Business Application,Internet Banking,Enhancement,0.75,6.067,15
957,65.6,820,837.52,7200,9,5,Mobile,3GL,Javascript,FiSMA,Real-Time Application,Website,Other,4.53,18.222,9
958,55.74,929,946.98,12000,15,5,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,Transaction System,Other,4.9,12.387,15
959,20.32,254,272.73,28800,18,10,Enterprise,3GL,PHP,FiSMA,Business Application,Website,New Development,1.24,1.411,18
960,16.68,278,251.87,1440,3,3,Embedded,3GL,C++,FiSMA,Business Application,Transaction System,Other,1.01,30.889,3
961,108.04,730,702.19,17920,16,7,Web,3GL,C,FiSMA,Business Application,Internet Banking,Re-development,0.37,6.518,16
962,28.74,479,434.31,20160,14,9,Web,3GL,Java,NESMA,Real-Time Application,Human Resources,Re-development,4.27,3.802,14
963,13.04,163,175.78,1600,5,2,Embedded,3GL,PHP,NESMA,Real-Time Application,Website,Enhancement,3.21,16.3,5
964,15.76,197,180.1,9600,12,5,Mobile,3GL,Javascript,COSMIC,Infrastructure Software,Website,Not Defined,1.92,3.283,12
965,22.5,375,377.07,19200,12,10,Enterprise,3GL,C++,FiSMA,Infrastructure Software,Air Traffic Management,New Development,1.3,3.125,12
966,130.54,882,806.79,5600,7,5,Web,3GL,C,COSMIC,Real-Time Application,Human Resources,Not Defined,4.04,25.2,7
967,53.51,907,837.06,8000,10,5,Mobile,3GL,C#,COSMIC,Real-Time Application,Internet Banking,Not Defined,1.62,18.14,10
968,10.45,209,214.46,5120,16,2,Embedded,3GL,Visual Basic,COSMIC,Real-Time Application,Website,Not Defined,1.08,6.531,16
969,59.92,749,712.52,1920,6,2,Embedded,3GL,PHP,FiSMA,Infrastructure Software,Air Traffic Management,Not Defined,3.7,62.417,6
970,6.75,135,124.34,7680,6,8,Web,3GL,Visual Basic,NESMA,Infrastructure Software,Human Resources,Other,1.59,2.812,6
971,5.3,265,287.91,14400,9,10,Enterprise,4GL,ABAP,IFPUG 4+,Business Application,Website,Not Defined,0.33,2.944,9
972,2.6,130,133.93,35840,16,14,Enterprise,4GL,PowerBuilder,IFPUG 4+,Infrastructure Software,Human Resources,Other,1.24,0.58,16
973,7.18,552,578.41,19200,10,12,Enterprise,4GL,SQL,IFPUG 4+,Infrastructure Software,IT Management,New Development,0.59,4.6,10
974,36.32,454,454.14,35840,16,14,Enterprise,3GL,ASP.Net,IFPUG 4+,Real-Time Application,IT Management,Other,4.5,2.027,16
975,8.2,164,162.67,7680,12,4,Embedded,3GL,Visual Basic,FiSMA,Real-Time Application,Transaction System,Re-development,4.29,3.417,12
976,4.1,205,210.78,7040,11,4,Enterprise,4GL,ABAP,FiSMA,Business Application,Human Resources,Not Defined,0.45,4.659,11
977,9.4,188,190.79,8960,14,4,Mobile,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Other,4.11,3.357,14
978,39.84,498,458.12,12960,9,9,Web,3GL,.Net,NESMA,Business Application,Air Traffic Management,Other,0.93,6.148,9
979,10.48,131,129.55,11520,12,6,Web,3GL,.Net,FiSMA,Infrastructure Software,Website,Re-development,1.78,1.819,12
980,26.79,181,189.52,29920,17,11,Enterprise,3GL,C,IFPUG 4+,Infrastructure Software,Website,Enhancement,3.24,0.968,17
981,10.96,137,146.27,7040,11,4,Embedded,3GL,ASP.Net,COSMIC,Mathematically Intensive Application,Internet Banking,Enhancement,4.44,3.114,11
982,7.02,117,108.18,3840,6,4,Embedded,3GL,C++,IFPUG 4+,Mathematically Intensive Application,E-Business,Enhancement,2.66,4.875,6
983,25.84,323,298.84,4800,15,2,Mobile,3GL,Javascript,NESMA,Real-Time Application,Air Traffic Management,Not Defined,4.81,10.767,15
984,19.68,328,328.67,3520,11,2,Mobile,3GL,Java,FiSMA,Business Application,Human Resources,Re-development,0.87,14.909,11
985,54.61,369,355.89,13440,14,6,Web,3GL,C,COSMIC,Real-Time Application,IT Management,Not Defined,3.21,4.393,14
986,17.84,892,958.15,16640,8,13,Enterprise,4GL,Oracle Forms,NESMA,Real-Time Application,IT Management,Re-development,0.37,8.577,8
987,17.52,219,205.21,2400,5,3,Mobile,3GL,Python,NESMA,Business Application,Transaction System,Not Defined,0.48,14.6,5
988,26.88,336,329.72,6400,8,5,Embedded,3GL,ASP.Net,IFPUG 4+,Business Application,Website,Re-development,0.99,8.4,8
989,26.05,521,569.97,12800,16,5,Embedded,3GL,Visual Basic,FiSMA,Mathematically Intensive Application,Transaction System,Re-development,1.57,6.513,16
990,24.4,305,282.21,9600,5,12,Web,3GL,.Net,NESMA,Real-Time Application,Internet Banking,Enhancement,4.58,5.083,5
991,14.0,175,176.99,9600,15,4,Mobile,3GL,Python,FiSMA,Infrastructure Software,Transaction System,Other,4.18,2.917,15
992,118.55,801,800.08,29920,17,11,Web,3GL,C,IFPUG 4+,Business Application,IT Management,New Development,0.48,4.283,17
993,68.88,861,819.84,7680,6,8,Web,3GL,Javascript,FiSMA,Infrastructure Software,Human Resources,Re-development,1.0,17.938,6
994,9.59,738,782.3,2880,6,3,Enterprise,4GL,SQL,IFPUG 4+,Business Application,Website,Enhancement,0.69,41.0,6
995,25.72,436,399.03,1440,3,3,Web,3GL,C#,IFPUG 4+,Infrastructure Software,IT Management,Other,2.4,48.444,3
996,21.95,372,356.67,3200,4,5,Mobile,3GL,C#,COSMIC,Mathematically Intensive Application,Transaction System,Not Defined,4.79,18.6,4
997,30.24,378,351.22,20800,13,10,Web,3GL,Javascript,FiSMA,Real-Time Application,Human Resources,Re-development,1.95,2.908,13
998,10.37,798,845.08,3360,3,7,Enterprise,4GL,SQL,FiSMA,Business Application,IT Management,Not Defined,1.2,38.0,3
999,64.0,800,812.36,5120,8,4,Enterprise,3GL,.Net,FiSMA,Infrastructure Software,IT Management,New Development,2.72,25.0,8
1000,23.1,385,423.47,3200,4,5,Embedded,3GL,Java,NESMA,Infrastructure Software,Human Resources,Not Defined,2.59,19.25,4
1001,11.58,193,182.88,14560,7,13,Web,3GL,C++,NESMA,Infrastructure Software,Website,New Development,4.05,2.121,7
1002,57.84,723,699.92,4000,5,5,Embedded,3GL,.Net,IFPUG 4+,Business Application,E-Business,New Development,1.0,28.92,5
1003,44.4,300,314.05,38080,17,14,Enterprise,3GL,C,NESMA,Infrastructure Software,Human Resources,New Development,1.49,1.261,17
1004,38.64,483,436.39,5280,11,3,Web,3GL,PHP,FiSMA,Infrastructure Software,Human Resources,Re-development,2.75,14.636,11
1005,39.65,793,871.73,4000,5,5,Embedded,3GL,Visual Basic,IFPUG 4+,Real-Time Application,IT Management,Not Defined,4.01,31.72,5
1006,48.32,819,776.0,8960,14,4,Embedded,3GL,C#,COSMIC,Business Application,IT Management,Not Defined,1.14,14.625,14
1007,8.55,171,169.67,6720,3,14,Web,3GL,Visual Basic,FiSMA,Mathematically Intensive Application,Human Resources,Re-development,3.44,4.071,3
1008,20.87,141,137.96,5760,9,4,Embedded,3GL,C,IFPUG 4+,Mathematically Intensive Application,Website,Re-development,1.5,3.917,9
1009,29.76,372,342.64,28800,15,12,Web,3GL,Javascript,FiSMA,Infrastructure Software,Air Traffic Management,Other,4.43,2.067,15
1010,41.84,523,519.29,10240,8,8,Web,3GL,PHP,COSMIC,Mathematically Intensive Application,Human Resources,Not Defined,1.26,8.172,8
1011,47.36,592,581.75,12800,10,8,Web,3GL,ASP.Net,NESMA,Business Application,Human Resources,Not Defined,1.21,7.4,10
1012,19.56,326,320.69,2400,3,5,Mobile,3GL,C++,IFPUG 4+,Infrastructure Software,E-Business,Other,2.33,21.733,3
1013,43.92,549,567.43,5760,9,4,Mobile,3GL,Javascript,NESMA,Business Application,Internet Banking,Other,0.55,15.25,9
1014,7.44,372,396.31,12800,8,10,Enterprise,4GL,PowerBuilder,IFPUG 4+,Business Application,Transaction System,New Development,0.58,4.65,8
1015,96.05,649,710.47,4800,6,5,Enterprise,3GL,C,NESMA,Business Application,Air Traffic Management,Other,1.16,21.633,6
1016,25.36,317,343.18,9600,12,5,Embedded,3GL,Python,COSMIC,Infrastructure Software,E-Business,New Development,2.82,5.283,12
1017,53.52,669,697.91,1920,6,2,Mobile,3GL,Javascript,IFPUG 4+,Real-Time Application,Website,New Development,3.49,55.75,6
1018,35.58,593,627.93,4000,5,5,Mobile,3GL,C++,IFPUG 4+,Infrastructure Software,Human Resources,New Development,1.57,23.72,5
1019,46.91,795,830.2,5760,12,3,Enterprise,3GL,C#,NESMA,Infrastructure Software,Internet Banking,Other,2.37,22.083,12
1020,53.51,907,865.37,22400,10,14,Web,3GL,C#,IFPUG 4+,Real-Time Application,Website,Other,4.76,6.479,10
1021,27.67,469,509.21,10400,13,5,Mobile,3GL,C#,COSMIC,Real-Time Application,Transaction System,Not Defined,1.37,7.215,13
1022,5.66,283,299.84,14400,9,10,Enterprise,4GL,Oracle Forms,FiSMA,Infrastructure Software,Internet Banking,New Development,1.46,3.144,9
1023,50.88,636,688.56,7680,12,4,Mobile,3GL,ASP.Net,IFPUG 4+,Business Application,Transaction System,Enhancement,0.21,13.25,12
1024,43.74,729,752.61,2880,6,3,Embedded,3GL,C++,FiSMA,Infrastructure Software,IT Management,Enhancement,4.02,40.5,6
1025,6.54,109,100.03,11200,7,10,Web,3GL,C++,IFPUG 4+,Real-Time Application,Internet Banking,Enhancement,1.46,1.557,7
1026,30.56,382,345.92,11200,14,5,Web,3GL,Javascript,IFPUG 4+,Business Application,E-Business,Enhancement,1.32,5.457,14
1027,32.75,655,616.43,5760,9,4,Web,3GL,Visual Basic,FiSMA,Real-Time Application,Human Resources,Not Defined,4.54,18.194,9
1028,57.06,951,999.97,7200,9,5,Mobile,3GL,Java,COSMIC,Mathematically Intensive Application,Website,Not Defined,2.2,21.133,9
1029,28.02,467,445.67,1280,4,2,Embedded,3GL,Java,COSMIC,Business Application,Website,Enhancement,0.44,58.375,4
1030,23.85,477,486.9,2400,3,5,Embedded,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,Transaction System,Not Defined,4.29,31.8,3
1031,45.44,568,552.94,2880,6,3,Web,3GL,Python,COSMIC,Infrastructure Software,E-Business,Other,2.15,31.556,6
1032,12.1,242,240.79,16320,17,6,Web,3GL,Visual Basic,FiSMA,Infrastructure Software,IT Management,Enhancement,2.74,2.373,17
1033,11.54,888,939.82,13440,7,12,Enterprise,4GL,SQL,COSMIC,Real-Time Application,IT Management,Enhancement,0.66,10.571,7
1034,144.15,974,943.6,5760,9,4,Mobile,3GL,C,IFPUG 4+,Mathematically Intensive Application,Transaction System,Enhancement,3.63,27.056,9
1035,50.32,629,579.42,5120,8,4,Embedded,3GL,.Net,FiSMA,Real-Time Application,E-Business,New Development,3.09,19.656,8
1036,23.28,291,288.04,7680,12,4,Web,3GL,Python,COSMIC,Infrastructure Software,Internet Banking,New Development,2.31,6.062,12
1037,64.88,811,863.97,5760,18,2,Embedded,3GL,Python,IFPUG 4+,Business Application,Air Traffic Management,Not Defined,0.34,22.528,18
1038,6.72,336,338.54,11200,10,7,Enterprise,4GL,ABAP,COSMIC,Business Application,Transaction System,Enhancement,0.32,4.8,10
1039,58.14,969,892.9,22880,13,11,Web,3GL,Java,NESMA,Infrastructure Software,IT Management,Enhancement,3.38,6.776,13
1040,43.84,548,531.54,12800,16,5,Web,3GL,Javascript,NESMA,Business Application,IT Management,Enhancement,1.32,6.85,16
1041,10.35,207,190.58,7200,15,3,Mobile,3GL,Visual Basic,NESMA,Infrastructure Software,IT Management,Re-development,3.27,4.6,15
1042,43.52,544,516.39,9600,12,5,Mobile,3GL,Javascript,COSMIC,Mathematically Intensive Application,Transaction System,Enhancement,4.17,9.067,12
1043,9.28,714,783.24,11200,10,7,Enterprise,4GL,SQL,FiSMA,Infrastructure Software,E-Business,Not Defined,0.65,10.2,10
1044,27.68,346,319.41,4480,14,2,Embedded,3GL,PHP,COSMIC,Mathematically Intensive Application,Air Traffic Management,Re-development,3.09,12.357,14
1045,18.85,377,356.38,1920,3,4,Mobile,3GL,Visual Basic,COSMIC,Infrastructure Software,E-Business,Not Defined,2.01,31.417,3
1046,17.4,290,300.95,3360,7,3,Embedded,3GL,Java,NESMA,Real-Time Application,Transaction System,New Development,3.98,13.81,7
1047,7.26,121,120.45,5760,18,2,Embedded,3GL,Java,COSMIC,Mathematically Intensive Application,IT Management,Other,2.45,3.361,18
1048,39.3,786,715.54,5760,12,3,Mobile,3GL,Visual Basic,COSMIC,Business Application,IT Management,New Development,0.4,21.833,12
1049,21.2,265,250.87,6400,5,8,Web,3GL,Javascript,IFPUG 4+,Real-Time Application,Website,Not Defined,1.88,6.625,5
1050,19.94,338,313.64,5120,8,4,Embedded,3GL,C#,NESMA,Real-Time Application,Air Traffic Management,New Development,4.05,10.562,8
1051,29.44,368,348.1,11200,10,7,Web,3GL,PHP,COSMIC,Infrastructure Software,Transaction System,Re-development,4.73,5.257,10
1052,6.2,105,108.76,1440,3,3,Mobile,3GL,C#,IFPUG 4+,Real-Time Application,Human Resources,Re-development,2.68,11.667,3
1053,10.0,125,135.93,2880,6,3,Mobile,3GL,Javascript,IFPUG 4+,Real-Time Application,IT Management,Enhancement,2.0,6.944,6
1054,40.2,670,690.96,2880,6,3,Embedded,3GL,C++,FiSMA,Real-Time Application,Human Resources,New Development,3.25,37.222,6
1055,50.0,625,615.3,25920,18,9,Web,3GL,PHP,FiSMA,Business Application,Transaction System,Not Defined,0.51,3.858,18
1056,24.9,498,528.52,35360,17,13,Enterprise,3GL,Visual Basic,COSMIC,Business Application,Website,Re-development,1.06,2.253,17
1057,34.88,436,420.66,5760,6,6,Web,3GL,Python,FiSMA,Business Application,E-Business,Not Defined,1.09,12.111,6
1058,2.87,221,239.42,16000,10,10,Enterprise,4GL,SQL,FiSMA,Mathematically Intensive Application,Air Traffic Management,Other,1.0,2.21,10
1059,19.52,244,241.54,1920,3,4,Web,3GL,Python,COSMIC,Infrastructure Software,Transaction System,Enhancement,2.78,20.333,3
1060,21.04,263,247.57,34560,18,12,Web,3GL,Javascript,COSMIC,Infrastructure Software,Transaction System,Re-development,3.63,1.218,18
1061,19.58,979,1000.24,9600,10,6,Enterprise,4GL,PowerBuilder,FiSMA,Business Application,E-Business,Re-development,0.4,16.317,10
1062,10.8,831,906.39,14400,15,6,Enterprise,4GL,SQL,NESMA,Mathematically Intensive Application,IT Management,Other,0.49,9.233,15
1063,56.82,963,1047.68,6400,8,5,Enterprise,3GL,C#,COSMIC,Real-Time Application,E-Business,New Development,2.27,24.075,8
1064,52.92,882,922.83,2880,9,2,Embedded,3GL,C++,FiSMA,Business Application,E-Business,Enhancement,0.49,49.0,9
1065,17.5,875,879.39,11200,5,14,Enterprise,4GL,Oracle Forms,NESMA,Infrastructure Software,Internet Banking,Enhancement,0.69,12.5,5
1066,17.92,224,215.71,12800,16,5,Web,3GL,.Net,NESMA,Infrastructure Software,IT Management,Re-development,4.01,2.8,16
1067,60.56,757,687.82,4800,15,2,Embedded,3GL,Javascript,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,New Development,2.59,25.233,15
1068,42.54,709,696.56,10080,7,9,Web,3GL,Java,FiSMA,Real-Time Application,Website,Re-development,1.03,11.254,7
1069,14.66,733,750.38,13440,6,14,Enterprise,4GL,PowerBuilder,NESMA,Mathematically Intensive Application,Website,Enhancement,1.2,8.726,6
1070,2.1,105,107.64,10880,17,4,Enterprise,4GL,ABAP,COSMIC,Real-Time Application,Transaction System,Re-development,0.83,1.544,17
